age;job;marital;education;housing;loan;contact;month;day_of_week;campaign;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;nr.employed;subscribed
53;services;married;basic.9y;yes;no;cellular;aug;mon;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
34;admin.;divorced;university.degree;no;no;cellular;nov;thu;2.0;failure;-0.1;93.2;-42.0;5195.8;yes
36;blue-collar;married;basic.9y;yes;yes;telephone;may;mon;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
56;technician;married;professional.course;yes;no;telephone;may;mon;5.0;nonexistent;-1.8;93.876;-40.0;5008.7;yes
33;admin.;single;university.degree;no;no;cellular;aug;mon;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
37;admin.;single;university.degree;yes;no;cellular;oct;thu;3.0;nonexistent;-3.4;92.431;-26.9;5017.5;yes
40;blue-collar;married;basic.9y;no;no;telephone;may;wed;4.0;nonexistent;1.1;93.994;-36.4;5191.0;no
44;entrepreneur;married;basic.4y;no;no;telephone;may;wed;2.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
39;admin.;married;professional.course;no;no;cellular;aug;wed;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
39;blue-collar;married;basic.6y;no;no;telephone;may;thu;3.0;nonexistent;1.1;93.994;-36.4;5191.0;no
24;admin.;single;university.degree;yes;no;cellular;aug;thu;1.0;nonexistent;-2.9;92.201;-31.4;5076.2;yes
95;retired;divorced;basic.6y;no;no;cellular;mar;thu;1.0;nonexistent;-1.8;92.843;-50.0;5099.1;no
46;unemployed;divorced;basic.9y;no;no;telephone;may;fri;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
54;admin.;divorced;university.degree;no;no;cellular;aug;mon;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
30;blue-collar;single;basic.4y;unknown;unknown;telephone;may;fri;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
26;student;single;basic.9y;yes;no;cellular;aug;wed;1.0;success;-2.9;92.201;-31.4;5076.2;yes
33;admin.;single;university.degree;yes;no;cellular;may;wed;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
35;technician;married;university.degree;yes;yes;telephone;may;fri;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
37;housemaid;married;basic.4y;no;yes;cellular;aug;tue;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
45;technician;single;university.degree;no;no;cellular;may;tue;2.0;failure;-1.8;93.876;-40.0;5008.7;yes
39;technician;married;professional.course;yes;no;cellular;apr;thu;1.0;failure;-1.8;93.075;-47.1;5099.1;yes
46;technician;married;professional.course;yes;no;cellular;aug;thu;2.0;failure;-1.7;94.027;-38.3;4991.6;yes
35;admin.;single;university.degree;no;no;cellular;may;mon;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
23;technician;single;professional.course;yes;no;telephone;jul;fri;4.0;nonexistent;-2.9;92.469;-33.6;5076.2;yes
30;admin.;married;university.degree;yes;no;cellular;aug;thu;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
29;admin.;single;university.degree;no;no;cellular;aug;mon;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
40;blue-collar;married;basic.6y;yes;no;telephone;may;wed;1.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
50;blue-collar;married;basic.4y;yes;no;cellular;jul;mon;2.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
38;self-employed;married;professional.course;no;no;cellular;nov;tue;2.0;nonexistent;-0.1;93.2;-42.0;5195.8;yes
44;blue-collar;married;basic.9y;yes;no;telephone;may;thu;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
31;unemployed;single;high.school;yes;no;cellular;jun;thu;3.0;nonexistent;-1.7;94.055;-39.8;4991.6;no
38;entrepreneur;married;university.degree;unknown;unknown;cellular;aug;fri;5.0;nonexistent;1.4;93.444;-36.1;5228.1;no
38;admin.;single;high.school;yes;yes;cellular;apr;thu;1.0;success;-1.8;93.749;-34.6;5008.7;yes
64;retired;divorced;basic.4y;yes;yes;telephone;sep;fri;2.0;success;-1.1;94.199;-37.5;4963.6;yes
31;services;single;university.degree;yes;no;cellular;aug;tue;3.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
29;services;single;unknown;yes;no;cellular;apr;thu;2.0;nonexistent;-1.8;93.749;-34.6;5008.7;yes
35;admin.;married;high.school;yes;no;cellular;nov;tue;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
34;technician;single;university.degree;yes;yes;cellular;mar;thu;3.0;success;-1.8;93.369;-34.8;5008.7;yes
54;admin.;married;university.degree;no;no;cellular;aug;wed;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
59;retired;divorced;university.degree;no;no;cellular;jul;tue;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
44;technician;married;high.school;yes;yes;cellular;oct;mon;2.0;failure;-1.1;94.601;-49.5;4963.6;no
20;student;single;high.school;yes;no;cellular;jul;mon;4.0;nonexistent;1.4;93.918;-42.7;5228.1;no
41;admin.;single;unknown;yes;yes;telephone;may;mon;3.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
27;admin.;single;university.degree;no;no;cellular;aug;tue;1.0;nonexistent;-1.7;94.027;-38.3;4991.6;yes
56;retired;married;basic.4y;yes;yes;telephone;may;mon;4.0;nonexistent;1.1;93.994;-36.4;5191.0;no
41;admin.;married;university.degree;yes;no;telephone;aug;thu;1.0;failure;-1.7;94.027;-38.3;4991.6;yes
22;services;single;professional.course;yes;yes;cellular;sep;tue;1.0;success;-3.4;92.379;-29.8;5017.5;yes
25;services;married;high.school;no;no;cellular;may;tue;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
33;admin.;single;university.degree;no;no;cellular;nov;tue;1.0;failure;-0.1;93.2;-42.0;5195.8;no
34;admin.;single;university.degree;yes;yes;cellular;mar;tue;1.0;nonexistent;-1.8;93.369;-34.8;5008.7;yes
46;blue-collar;married;basic.9y;no;no;telephone;jun;wed;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
51;blue-collar;married;basic.4y;yes;no;cellular;may;wed;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
25;admin.;single;high.school;yes;no;cellular;may;thu;3.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
29;admin.;single;high.school;yes;no;cellular;aug;thu;3.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
33;unknown;married;unknown;no;no;cellular;aug;thu;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
51;self-employed;single;basic.9y;yes;no;cellular;nov;thu;1.0;nonexistent;-3.4;92.649;-30.1;5017.5;yes
39;technician;married;professional.course;no;no;telephone;jun;wed;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
47;admin.;married;high.school;yes;no;cellular;apr;wed;2.0;failure;-1.8;93.075;-47.1;5099.1;yes
62;admin.;married;university.degree;yes;no;cellular;aug;fri;1.0;nonexistent;-2.9;92.201;-31.4;5076.2;yes
31;admin.;married;university.degree;yes;no;telephone;nov;mon;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
30;blue-collar;single;basic.4y;no;no;telephone;jun;mon;5.0;nonexistent;1.4;94.465;-41.8;5228.1;no
29;admin.;married;high.school;no;no;cellular;jun;wed;1.0;nonexistent;-2.9;92.963;-40.8;5076.2;yes
27;unemployed;single;basic.9y;no;no;cellular;apr;fri;2.0;failure;-1.8;93.075;-47.1;5099.1;no
37;unemployed;married;university.degree;yes;no;cellular;oct;thu;2.0;failure;-3.4;92.431;-26.9;5017.5;yes
39;technician;single;professional.course;no;no;cellular;jul;mon;2.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
30;blue-collar;married;basic.4y;yes;no;cellular;nov;wed;5.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
55;housemaid;married;basic.4y;yes;no;telephone;jun;thu;4.0;nonexistent;1.4;94.465;-41.8;5228.1;no
61;retired;divorced;university.degree;no;no;cellular;apr;thu;2.0;nonexistent;-1.8;93.075;-47.1;5099.1;yes
26;student;single;professional.course;yes;no;cellular;aug;tue;2.0;failure;-2.9;92.201;-31.4;5076.2;yes
44;management;married;university.degree;yes;no;telephone;may;tue;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
33;student;married;professional.course;yes;no;telephone;nov;thu;1.0;nonexistent;-1.1;94.767;-50.8;4963.6;yes
33;blue-collar;single;basic.4y;yes;no;telephone;may;fri;3.0;failure;-1.8;92.893;-46.2;5099.1;no
41;management;married;basic.6y;yes;no;telephone;may;wed;1.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
29;technician;single;high.school;yes;no;cellular;aug;mon;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
42;blue-collar;married;basic.9y;yes;no;telephone;may;tue;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
37;housemaid;married;high.school;yes;no;cellular;aug;thu;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
74;retired;divorced;basic.4y;yes;no;cellular;aug;wed;1.0;success;-2.9;92.201;-31.4;5076.2;yes
27;services;married;high.school;no;no;telephone;jun;mon;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
29;admin.;single;basic.9y;no;no;telephone;may;tue;5.0;nonexistent;1.1;93.994;-36.4;5191.0;no
30;admin.;married;basic.6y;yes;no;cellular;may;thu;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
41;services;married;basic.9y;yes;yes;telephone;may;tue;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
43;technician;married;unknown;yes;no;telephone;may;mon;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
24;student;single;unknown;yes;yes;cellular;jun;tue;1.0;failure;-2.9;92.963;-40.8;5076.2;no
46;admin.;married;high.school;yes;no;cellular;may;fri;1.0;failure;-1.8;92.893;-46.2;5099.1;no
30;technician;married;university.degree;no;yes;cellular;aug;mon;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
64;admin.;married;high.school;yes;no;cellular;oct;fri;1.0;failure;-3.4;92.431;-26.9;5017.5;yes
42;blue-collar;married;high.school;no;yes;telephone;may;tue;3.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
38;services;married;basic.6y;yes;no;cellular;nov;thu;2.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
42;blue-collar;married;high.school;yes;no;telephone;jun;tue;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
49;housemaid;married;basic.9y;no;no;telephone;may;mon;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
41;services;married;basic.9y;yes;no;telephone;jun;wed;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
43;blue-collar;married;basic.9y;no;no;cellular;may;fri;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
30;blue-collar;married;basic.9y;yes;yes;cellular;may;mon;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
37;admin.;married;university.degree;no;no;cellular;aug;thu;1.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
34;blue-collar;single;basic.6y;yes;yes;telephone;jun;fri;5.0;nonexistent;1.4;94.465;-41.8;5228.1;no
34;technician;single;university.degree;no;no;cellular;sep;fri;2.0;nonexistent;-1.1;94.199;-37.5;4963.6;no
43;technician;divorced;university.degree;no;no;telephone;may;mon;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
23;blue-collar;single;high.school;yes;no;cellular;jul;wed;1.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
30;blue-collar;married;basic.9y;no;no;cellular;jul;mon;2.0;nonexistent;1.4;93.918;-42.7;5228.1;no
26;technician;single;university.degree;no;no;cellular;oct;wed;1.0;nonexistent;-1.1;94.601;-49.5;4963.6;yes
26;blue-collar;single;high.school;no;no;telephone;may;fri;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
57;retired;married;university.degree;yes;yes;cellular;nov;mon;2.0;nonexistent;-0.1;93.2;-42.0;5195.8;yes
27;unknown;single;high.school;yes;yes;cellular;may;mon;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
29;services;married;professional.course;yes;no;cellular;may;thu;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
29;technician;married;professional.course;yes;yes;cellular;jul;tue;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
31;admin.;married;university.degree;unknown;unknown;cellular;mar;tue;1.0;nonexistent;-1.8;93.369;-34.8;5008.7;yes
40;retired;married;basic.4y;yes;no;cellular;jul;fri;2.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
46;services;married;unknown;no;no;cellular;aug;fri;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
37;blue-collar;single;high.school;no;no;telephone;may;wed;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
23;admin.;single;high.school;no;no;cellular;may;mon;5.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
36;services;married;high.school;yes;no;telephone;may;mon;4.0;nonexistent;1.1;93.994;-36.4;5191.0;no
43;management;single;university.degree;no;no;cellular;oct;tue;1.0;failure;-3.4;92.431;-26.9;5017.5;no
62;technician;married;unknown;unknown;unknown;cellular;jul;mon;3.0;failure;-1.7;94.215;-40.3;4991.6;yes
21;student;single;high.school;no;no;cellular;oct;tue;1.0;nonexistent;-3.4;92.431;-26.9;5017.5;yes
35;technician;divorced;basic.4y;yes;no;cellular;nov;tue;3.0;success;-1.1;94.767;-50.8;4963.6;yes
24;admin.;single;basic.9y;yes;no;telephone;may;fri;6.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
45;services;divorced;basic.4y;no;yes;cellular;apr;thu;1.0;failure;-1.8;93.075;-47.1;5099.1;yes
59;housemaid;married;basic.4y;no;no;cellular;aug;tue;6.0;nonexistent;1.4;93.444;-36.1;5228.1;no
22;student;single;high.school;yes;no;cellular;aug;thu;2.0;nonexistent;-2.9;92.201;-31.4;5076.2;yes
39;admin.;divorced;university.degree;yes;no;cellular;aug;tue;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
38;technician;married;university.degree;no;no;cellular;mar;tue;2.0;failure;-1.8;92.843;-50.0;5099.1;yes
45;unknown;unknown;unknown;yes;yes;cellular;jul;wed;1.0;nonexistent;1.4;93.918;-42.7;5228.1;yes
39;retired;divorced;basic.4y;yes;yes;cellular;may;tue;2.0;failure;-1.8;92.893;-46.2;5099.1;no
39;blue-collar;married;basic.9y;no;no;telephone;oct;fri;1.0;nonexistent;-0.1;93.798;-40.4;5195.8;yes
46;admin.;married;university.degree;yes;no;cellular;aug;wed;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
78;retired;divorced;unknown;no;no;cellular;jun;thu;4.0;nonexistent;-1.7;94.055;-39.8;4991.6;yes
39;admin.;single;university.degree;yes;no;cellular;apr;mon;2.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
20;technician;single;university.degree;no;no;cellular;may;mon;5.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
25;student;single;university.degree;no;yes;cellular;jun;thu;1.0;nonexistent;-2.9;92.963;-40.8;5076.2;yes
38;blue-collar;divorced;basic.4y;yes;no;cellular;jul;tue;5.0;nonexistent;1.4;93.918;-42.7;5228.1;no
39;technician;divorced;professional.course;yes;no;cellular;may;wed;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
36;admin.;married;high.school;yes;no;cellular;mar;thu;3.0;nonexistent;-1.8;92.843;-50.0;5099.1;yes
50;management;married;basic.9y;no;no;cellular;oct;mon;2.0;failure;-3.4;92.431;-26.9;5017.5;no
43;admin.;divorced;basic.9y;unknown;unknown;telephone;may;tue;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
28;admin.;married;high.school;no;no;telephone;jun;wed;4.0;nonexistent;-2.9;92.963;-40.8;5076.2;yes
31;technician;single;professional.course;no;no;telephone;jun;tue;5.0;nonexistent;1.4;94.465;-41.8;5228.1;no
26;services;married;basic.9y;no;yes;cellular;may;tue;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
51;blue-collar;married;basic.9y;no;no;telephone;may;wed;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
41;blue-collar;married;basic.9y;yes;yes;cellular;jul;tue;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
25;unknown;single;university.degree;no;no;telephone;jun;wed;2.0;nonexistent;1.4;94.465;-41.8;5228.1;yes
44;blue-collar;married;basic.4y;yes;yes;telephone;jun;fri;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
79;retired;married;basic.4y;no;yes;cellular;nov;tue;2.0;success;-3.4;92.649;-30.1;5017.5;yes
33;technician;single;professional.course;no;no;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
36;admin.;divorced;high.school;no;no;cellular;may;tue;1.0;failure;-1.8;92.893;-46.2;5099.1;no
34;admin.;single;basic.6y;no;no;cellular;apr;mon;2.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
36;retired;married;unknown;no;no;telephone;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
21;student;single;high.school;no;no;cellular;nov;tue;1.0;failure;-3.4;92.649;-30.1;5017.5;no
65;management;married;unknown;yes;no;telephone;dec;wed;3.0;failure;-3.0;92.713;-33.0;5023.5;yes
51;blue-collar;married;basic.4y;unknown;unknown;telephone;aug;tue;1.0;nonexistent;1.4;93.444;-36.1;5228.1;yes
32;blue-collar;divorced;basic.4y;no;no;telephone;jun;mon;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
57;services;divorced;high.school;yes;yes;telephone;may;fri;5.0;nonexistent;1.1;93.994;-36.4;5191.0;yes
52;admin.;divorced;university.degree;no;no;cellular;aug;wed;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
35;technician;single;professional.course;yes;no;cellular;jul;tue;1.0;success;-1.7;94.215;-40.3;4991.6;yes
31;unemployed;single;university.degree;yes;no;cellular;mar;tue;1.0;success;-1.8;93.369;-34.8;5008.7;yes
35;admin.;divorced;university.degree;yes;no;cellular;nov;tue;2.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
52;technician;married;basic.9y;yes;no;cellular;nov;tue;1.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
60;admin.;married;university.degree;no;no;cellular;aug;mon;1.0;nonexistent;-2.9;92.201;-31.4;5076.2;no
25;services;single;professional.course;no;no;telephone;jun;wed;4.0;nonexistent;1.4;94.465;-41.8;5228.1;no
56;admin.;divorced;unknown;yes;no;telephone;may;thu;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
28;admin.;married;high.school;yes;no;cellular;may;wed;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
37;blue-collar;single;professional.course;no;no;cellular;apr;fri;1.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
35;technician;single;professional.course;yes;no;cellular;aug;tue;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
39;blue-collar;divorced;basic.6y;yes;no;cellular;may;wed;1.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
36;blue-collar;married;basic.9y;no;no;cellular;may;thu;5.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
30;admin.;married;high.school;yes;no;telephone;may;mon;4.0;nonexistent;1.1;93.994;-36.4;5191.0;no
47;admin.;married;university.degree;no;yes;cellular;aug;mon;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
47;technician;married;professional.course;yes;no;cellular;aug;wed;2.0;nonexistent;1.4;93.444;-36.1;5228.1;no
36;blue-collar;married;basic.9y;no;no;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
32;management;married;university.degree;yes;no;cellular;aug;wed;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
34;technician;married;university.degree;no;yes;cellular;aug;thu;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
58;technician;married;basic.9y;yes;no;cellular;aug;mon;1.0;nonexistent;-1.7;94.027;-38.3;4991.6;yes
39;services;divorced;high.school;no;yes;cellular;jul;thu;1.0;nonexistent;1.4;93.918;-42.7;5228.1;no
21;student;single;basic.9y;no;no;cellular;mar;wed;1.0;success;-1.8;93.369;-34.8;5008.7;yes
43;management;married;university.degree;yes;no;telephone;may;mon;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
29;admin.;single;university.degree;no;yes;cellular;jun;thu;4.0;nonexistent;-2.9;92.963;-40.8;5076.2;yes
37;entrepreneur;married;professional.course;no;no;cellular;apr;thu;2.0;nonexistent;-1.8;93.075;-47.1;5099.1;no
48;services;married;high.school;no;no;telephone;may;mon;2.0;nonexistent;1.1;93.994;-36.4;5191.0;no
44;blue-collar;married;basic.9y;no;no;telephone;jun;tue;5.0;nonexistent;1.4;94.465;-41.8;5228.1;no
20;student;single;high.school;no;yes;cellular;aug;wed;1.0;nonexistent;-2.9;92.201;-31.4;5076.2;yes
44;admin.;divorced;university.degree;yes;yes;cellular;aug;thu;1.0;nonexistent;1.4;93.444;-36.1;5228.1;no
49;entrepreneur;married;high.school;yes;no;telephone;may;mon;4.0;nonexistent;1.1;93.994;-36.4;5191.0;no
34;technician;single;university.degree;no;no;cellular;oct;fri;1.0;nonexistent;-3.4;92.431;-26.9;5017.5;yes
38;technician;single;professional.course;yes;no;telephone;jun;fri;5.0;nonexistent;1.4;94.465;-41.8;5228.1;no
32;self-employed;single;university.degree;yes;no;telephone;nov;thu;4.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
58;retired;married;professional.course;no;yes;cellular;aug;mon;5.0;nonexistent;1.4;93.444;-36.1;5228.1;no
34;admin.;married;university.degree;yes;no;cellular;jul;thu;1.0;success;-1.7;94.215;-40.3;4991.6;yes
54;management;married;university.degree;no;no;cellular;nov;tue;1.0;failure;-0.1;93.2;-42.0;5195.8;no
49;technician;married;professional.course;yes;no;telephone;may;tue;1.0;nonexistent;1.1;93.994;-36.4;5191.0;no
57;services;married;high.school;yes;no;cellular;apr;thu;2.0;failure;-1.8;93.075;-47.1;5099.1;no
74;retired;married;university.degree;no;no;telephone;oct;mon;1.0;nonexistent;-1.1;94.601;-49.5;4963.6;no
41;blue-collar;married;basic.4y;yes;no;cellular;may;wed;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
40;admin.;married;basic.9y;no;no;telephone;jun;thu;1.0;nonexistent;1.4;94.465;-41.8;5228.1;no
36;admin.;married;university.degree;yes;yes;telephone;jun;fri;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
32;blue-collar;single;basic.6y;no;no;cellular;may;fri;6.0;nonexistent;-1.8;92.893;-46.2;5099.1;no
64;retired;married;professional.course;yes;no;cellular;sep;wed;2.0;nonexistent;-1.1;94.199;-37.5;4963.6;yes
52;admin.;single;university.degree;unknown;unknown;cellular;aug;wed;3.0;nonexistent;1.4;93.444;-36.1;5228.1;no
43;services;married;high.school;yes;no;cellular;may;thu;2.0;nonexistent;-1.8;92.893;-46.2;5099.1;yes
35;services;single;high.school;yes;no;telephone;jun;tue;2.0;nonexistent;1.4;94.465;-41.8;5228.1;no
54;technician;divorced;university.degree;yes;no;cellular;may;wed;2.0;failure;-1.8;92.893;-46.2;5099.1;no
31;services;married;high.school;no;no;cellular;nov;thu;5.0;nonexistent;-0.1;93.2;-42.0;5195.8;no
29;admin.;single;high.school;yes;no;cellular;jul;fri;2.0;success;-1.7;94.215;-40.3;4991.6;yes
30;self-employed;married;university.degree;yes;no;cellular;jun;mon;1.0;nonexistent;-1.7;94.055;-39.8;4991.6;yes
40;housemaid;married;basic.9y;yes;yes;telephone;apr;wed;1.0;failure;-1.8;93.075;-47.1;5099.1;no
